repayment_id,loan_id,montant,date_paiement,statut_paiement
REP000092,LN00006,7000,2026-03-16,PAID
REP000093,LN00006,7000,2026-04-10,PAID
REP000094,LN00006,7000,2026-05-10,LATE
REP000095,LN00006,7000,2026-06-11,PAID
REP000096,LN00006,7000,2026-07-14,PAID
REP000097,LN00006,7000,2026-08-13,LATE
REP000098,LN00006,7000,2026-09-10,PAID
REP000099,LN00006,7000,2026-10-13,PAID
REP000100,LN00007,149500,2021-08-05,PAID
REP000101,LN00007,149500,2021-08-30,PAID
REP000102,LN00007,149500,2021-09-28,PAID
REP000103,LN00007,149500,2021-10-31,PAID
REP000104,LN00007,149500,2021-11-28,PAID
REP000105,LN00007,149500,2021-12-30,PAID
REP000106,LN00007,149500,2022-01-28,PAID
REP000107,LN00007,149500,2022-02-24,PAID
REP000108,LN00007,149500,2022-03-28,PAID
REP000109,LN00007,149500,2022-04-26,PAID
REP000110,LN00007,149500,2022-06-01,PAID
REP000111,LN00007,149500,2022-06-29,LATE
REP000112,LN00008,393500,2020-09-03,PAID
REP000113,LN00008,393500,2020-10-03,PAID
REP000114,LN00008,393500,2020-11-03,LATE
REP000115,LN00008,393500,2020-12-08,PAID
REP000116,LN00008,393500,2021-01-07,PAID
REP000117,LN00008,393500,2021-02-03,PAID
REP000118,LN00009,96000,2020-07-29,PAID
REP000119,LN00010,42000,2022-01-26,PAID
REP000120,LN00010,42000,2022-02-22,PAID
REP000121,LN00010,42000,2022-03-22,PAID
REP000122,LN00011,76000,2022-05-29,PAID
REP000123,LN00011,76000,2022-06-24,PAID
REP000124,LN00011,76000,2022-07-29,PAID
REP000125,LN00011,76000,2022-08-26,PAID
REP000126,LN00011,76000,2022-09-27,PAID
REP000127,LN00011,76000,2022-10-24,PAID
REP000128,LN00011,76000,2022-11-26,PAID
REP000129,LN00011,76000,2022-12-22,PAID
REP000130,LN00011,76000,2023-01-26,PAID
REP000131,LN00011,76000,2023-02-22,PAID
REP000132,LN00011,76000,2023-03-22,PAID
REP000133,LN00011,76000,2023-04-20,PAID
REP000134,LN00011,76000,2023-05-27,PAID
REP000135,LN00011,76000,2023-06-25,PAID
REP000136,LN00011,76000,2023-07-25,PAID
REP000137,LN00011,76000,2023-08-23,PAID
REP000138,LN00011,76000,2023-09-22,PAID
REP000139,LN00011,76000,2023-10-18,PAID
REP000140,LN00011,76000,2023-11-21,PAID
REP000141,LN00011,76000,2023-12-23,PAID
REP000142,LN00011,76000,2024-01-21,PAID
REP000143,LN00011,76000,2024-02-15,PAID
REP000144,LN00011,76000,2024-03-22,PAID
REP000145,LN00011,76000,2024-04-21,PAID
REP000146,LN00011,76000,2024-05-20,PAID
REP000147,LN00011,76000,2024-06-19,PAID
REP000148,LN00012,39000,2023-01-03,PAID
REP000149,LN00012,39000,2023-02-06,PAID
REP000150,LN00013,45000,2021-01-04,PAID
REP000151,LN00013,45000,2021-02-03,PAID
REP000152,LN00013,45000,2021-03-13,PAID
REP000153,LN00013,45000,2021-04-05,PAID
REP000154,LN00013,45000,2021-05-08,PAID
REP000155,LN00013,45000,2021-06-04,PAID
REP000156,LN00013,45000,2021-07-03,PAID
REP000157,LN00013,45000,2021-08-09,PAID
REP000158,LN00013,45000,2021-09-03,PAID
REP000159,LN00013,45000,2021-10-01,PAID
REP000160,LN00014,65000,2024-02-16,PAID
REP000161,LN00014,65000,2024-03-20,PAID
REP000162,LN00014,65000,2024-04-19,PAID
REP000163,LN00014,65000,2024-05-16,PAID
REP000164,LN00014,65000,2024-06-13,PAID
REP000165,LN00014,65000,2024-07-12,PAID
REP000166,LN00014,65000,2024-08-14,PAID
REP000167,LN00014,65000,2024-09-10,PAID
REP000168,LN00014,65000,2024-10-09,LATE
REP000169,LN00014,65000,2024-11-09,LATE
REP000170,LN00014,65000,2024-12-15,PAID
REP000171,LN00014,65000,2025-01-13,PAID
REP000172,LN00015,56000,2021-12-12,PAID
REP000173,LN00015,56000,2022-01-12,PAID
REP000174,LN00015,56000,2022-02-12,PAID
REP000175,LN00015,56000,2022-03-09,PAID
REP000176,LN00015,56000,2022-04-07,PAID
REP000177,LN00015,56000,2022-05-07,PAID
REP000178,LN00015,56000,2022-06-09,PAID
REP000179,LN00015,56000,2022-07-09,PAID
REP000180,LN00015,56000,2022-08-07,PAID
REP000181,LN00015,56000,2022-09-10,PAID
REP000182,LN00015,56000,2022-10-12,PAID
REP000183,LN00015,56000,2022-11-07,PAID
REP000184,LN00015,56000,2022-12-05,PAID
REP000185,LN00015,56000,2023-01-02,PAID
REP000186,LN00015,56000,2023-02-03,PAID
REP000187,LN00015,56000,2023-03-10,PAID
REP000188,LN00016,34000,2021-11-14,PAID
REP000189,LN00016,34000,2021-12-17,PAID
REP000190,LN00016,34000,2022-01-19,PAID
REP000191,LN00016,34000,2022-02-12,PAID
REP000192,LN00016,34000,2022-03-20,PAID
REP000193,LN00016,34000,2022-04-20,PAID
REP000194,LN00016,34000,2022-05-21,PAID
REP000195,LN00016,34000,2022-06-12,PAID
REP000196,LN00016,34000,2022-07-19,PAID
REP000197,LN00016,34000,2022-08-18,PAID
REP000198,LN00016,34000,2022-09-10,PAID
REP000199,LN00016,34000,2022-10-16,PAID
REP000200,LN00016,34000,2022-11-17,PAID
REP000201,LN00016,34000,2022-12-15,PAID
REP000202,LN00016,34000,2023-01-09,PAID
REP000203,LN00016,34000,2023-02-12,PAID
REP000204,LN00017,82000,2024-03-12,PAID
REP000205,LN00017,82000,2024-04-14,PAID
REP000206,LN00017,82000,2024-05-18,PAID
REP000207,LN00017,82000,2024-06-13,PAID
REP000208,LN00017,82000,2024-07-15,PAID
REP000209,LN00017,82000,2024-08-16,PAID
REP000210,LN00017,82000,2024-09-12,PAID
REP000211,LN00018,41500,2020-09-23,PAID
REP000212,LN00018,41500,2020-10-22,PAID
REP000213,LN00018,41500,2020-11-18,PAID
REP000214,LN00018,41500,2020-12-20,PAID
REP000215,LN00018,41500,2021-01-16,PAID
REP000216,LN00018,41500,2021-02-16,PAID
REP000217,LN00018,41500,2021-03-18,PAID
REP000218,LN00018,41500,2021-04-16,PAID
REP000219,LN00018,41500,2021-05-22,PAID
REP000220,LN00018,41500,2021-06-17,PAID
REP000221,LN00018,41500,2021-07-14,PAID
REP000222,LN00018,41500,2021-08-17,PAID
REP000223,LN00018,41500,2021-09-14,PAID
REP000224,LN00018,41500,2021-10-20,LATE
REP000225,LN00018,41500,2021-11-12,PAID
REP000226,LN00018,41500,2021-12-12,PAID
REP000227,LN00018,41500,2022-01-11,PAID
REP000228,LN00018,41500,2022-02-16,PAID
REP000229,LN00018,41500,2022-03-16,PAID
REP000230,LN00018,41500,2022-04-10,PAID
REP000231,LN00018,41500,2022-05-18,PAID
REP000232,LN00018,41500,2022-06-11,PAID
REP000233,LN00018,41500,2022-07-17,PAID
REP000234,LN00018,41500,2022-08-09,PAID
REP000235,LN00018,41500,2022-09-14,PAID
REP000236,LN00018,41500,2022-10-08,PAID
REP000237,LN00018,41500,2022-11-07,PAID
REP000238,LN00018,41500,2022-12-06,PAID
REP000239,LN00018,41500,2023-01-07,PAID
REP000240,LN00018,41500,2023-02-07,PAID
REP000241,LN00018,41500,2023-03-08,PAID
REP000242,LN00018,41500,2023-04-12,PAID
REP000243,LN00018,41500,2023-05-12,PAID
REP000244,LN00018,41500,2023-06-05,PAID
REP000245,LN00018,41500,2023-07-09,PAID
REP000246,LN00018,41500,2023-08-05,PAID
REP000247,LN00019,167000,2024-01-24,PAID
REP000248,LN00019,167000,2024-02-16,PAID
REP000249,LN00020,37000,2020-11-13,PAID
REP000250,LN00020,37000,2020-12-10,PAID
REP000251,LN00020,37000,2021-01-12,PAID
REP000252,LN00020,37000,2021-02-12,PAID
REP000253,LN00020,37000,2021-03-11,PAID
REP000254,LN00020,37000,2021-04-15,PAID
REP000255,LN00020,37000,2021-05-10,PAID
REP000256,LN00020,37000,2021-06-12,PAID
REP000257,LN00021,41000,2022-08-11,PAID
REP000258,LN00021,41000,2022-09-11,PAID
REP000259,LN00021,41000,2022-10-08,PAID
REP000260,LN00022,83500,2020-04-14,PAID
REP000261,LN00022,83500,2020-05-20,PAID
REP000262,LN00022,83500,2020-06-12,PAID
REP000263,LN00022,83500,2020-07-17,PAID
REP000264,LN00022,83500,2020-08-12,PAID
REP000265,LN00022,83500,2020-09-15,PAID
REP000266,LN00022,83500,2020-10-11,PAID
REP000267,LN00022,83500,2020-11-08,PAID
REP000268,LN00023,39500,2021-01-10,PAID
REP000269,LN00023,39500,2021-02-07,PAID
REP000270,LN00023,39500,2021-03-11,PAID
REP000271,LN00023,39500,2021-04-07,PAID
REP000272,LN00023,39500,2021-05-02,PAID
REP000273,LN00023,39500,2021-06-09,PAID
REP000274,LN00023,39500,2021-07-03,PAID
REP000275,LN00023,39500,2021-08-07,PAID
REP000276,LN00023,39500,2021-09-07,PAID
REP000277,LN00023,39500,2021-10-06,PAID
REP000278,LN00023,39500,2021-11-04,PAID
REP000279,LN00023,39500,2021-12-02,PAID
REP000280,LN00023,39500,2022-01-05,PAID
REP000281,LN00023,39500,2022-01-29,PAID
REP000282,LN00023,39500,2022-03-06,PAID
REP000283,LN00023,39500,2022-03-29,PAID
REP000284,LN00023,39500,2022-05-01,PAID
REP000285,LN00023,39500,2022-05-29,LATE
REP000286,LN00023,39500,2022-07-04,PAID
REP000287,LN00023,39500,2022-07-29,PAID
REP000288,LN00023,39500,2022-08-29,PAID
REP000289,LN00023,39500,2022-10-02,PAID
REP000290,LN00023,39500,2022-10-24,PAID
REP000291,LN00023,39500,2022-11-27,PAID
REP000292,LN00023,39500,2022-12-28,PAID
REP000293,LN00023,39500,2023-01-23,PAID
REP000294,LN00023,39500,2023-02-21,PAID
REP000295,LN00023,39500,2023-03-26,PAID
REP000296,LN00023,39500,2023-04-30,PAID
REP000297,LN00023,39500,2023-05-25,PAID
REP000298,LN00023,39500,2023-06-25,PAID
REP000299,LN00023,39500,2023-07-23,PAID
REP000300,LN00023,39500,2023-08-28,PAID
REP000301,LN00023,39500,2023-09-20,PAID
REP000302,LN00023,39500,2023-10-22,PAID
REP000303,LN00023,39500,2023-11-23,PAID
REP000304,LN00024,114000,2020-09-06,PAID
REP000305,LN00025,81000,2022-03-05,PAID
REP000306,LN00025,81000,2022-04-05,PAID
REP000307,LN00026,178500,2022-10-13,PAID
REP000308,LN00026,178500,2022-11-19,PAID
REP000309,LN00027,109500,2021-11-04,PAID
REP000310,LN00027,109500,2021-11-30,PAID
REP000311,LN00027,109500,2022-01-01,PAID
REP000312,LN00027,109500,2022-02-01,PAID
REP000313,LN00027,109500,2022-03-02,PAID
REP000314,LN00027,109500,2022-03-28,PAID
REP000315,LN00027,109500,2022-05-02,PAID
REP000316,LN00027,109500,2022-05-27,PAID
REP000317,LN00027,109500,2022-07-02,PAID
REP000318,LN00028,9000,2024-02-15,PAID
REP000319,LN00028,9000,2024-03-22,PAID
REP000320,LN00028,9000,2024-04-16,PAID
REP000321,LN00028,9000,2024-05-19,PAID
REP000322,LN00028,9000,2024-06-14,PAID
REP000323,LN00028,9000,2024-07-19,PAID
REP000324,LN00028,9000,2024-08-17,PAID
REP000325,LN00028,9000,2024-09-11,PAID
REP000326,LN00028,9000,2024-10-12,PAID
REP000327,LN00028,9000,2024-11-15,PAID
REP000328,LN00028,9000,2024-12-17,LATE
REP000329,LN00028,9000,2025-01-11,PAID
REP000330,LN00028,9000,2025-02-14,LATE
REP000331,LN00028,9000,2025-03-14,PAID
REP000332,LN00028,9000,2025-04-12,PAID
REP000333,LN00028,9000,2025-05-16,LATE
REP000334,LN00028,9000,2025-06-16,PAID
REP000335,LN00028,9000,2025-07-08,PAID
REP000336,LN00028,9000,2025-08-11,PAID
REP000337,LN00028,9000,2025-09-11,PAID
REP000338,LN00028,9000,2025-10-13,PAID
REP000339,LN00028,9000,2025-11-07,PAID
REP000340,LN00028,9000,2025-12-13,PAID
REP000341,LN00028,9000,2026-01-11,PAID
REP000342,LN00029,388500,2023-09-21,PAID
REP000343,LN00030,26000,2023-03-25,PAID
REP000344,LN00030,26000,2023-04-24,PAID
REP000345,LN00030,26000,2023-05-18,PAID
REP000346,LN00030,26000,2023-06-24,PAID
REP000347,LN00030,26000,2023-07-18,PAID
REP000348,LN00030,26000,2023-08-16,PAID
REP000349,LN00030,26000,2023-09-19,PAID
REP000350,LN00030,26000,2023-10-16,PAID
REP000351,LN00030,26000,2023-11-15,PAID
REP000352,LN00030,26000,2023-12-22,PAID
REP000353,LN00031,32000,2020-04-04,PAID
REP000354,LN00031,32000,2020-05-03,PAID
REP000355,LN00032,50000,2021-08-21,PAID
REP000356,LN00033,282500,2022-08-22,PAID
REP000357,LN00033,282500,2022-09-24,PAID
REP000358,LN00033,282500,2022-10-28,PAID
REP000359,LN00033,282500,2022-11-28,PAID
REP000360,LN00033,282500,2022-12-26,PAID
REP000361,LN00033,282500,2023-01-26,PAID
REP000362,LN00033,282500,2023-02-18,PAID
REP000363,LN00034,14000,2023-07-08,LATE
REP000364,LN00034,14000,2023-08-09,PAID
REP000365,LN00034,14000,2023-09-04,PAID
REP000366,LN00035,47000,2023-07-17,PAID
REP000367,LN00035,47000,2023-08-10,PAID
REP000368,LN00035,47000,2023-09-08,PAID
REP000369,LN00035,47000,2023-10-13,PAID
REP000370,LN00036,83500,2022-03-02,PAID
REP000371,LN00036,83500,2022-04-06,PAID
REP000372,LN00036,83500,2022-05-01,PAID
REP000373,LN00036,83500,2022-06-01,PAID
REP000374,LN00036,83500,2022-07-06,PAID
REP000375,LN00036,83500,2022-08-03,PAID
REP000376,LN00036,83500,2022-08-30,PAID
REP000377,LN00036,83500,2022-10-01,PAID
REP000378,LN00036,83500,2022-10-31,PAID
REP000379,LN00036,83500,2022-12-05,PAID
REP000380,LN00036,83500,2022-12-28,PAID
REP000381,LN00036,83500,2023-01-31,PAID
REP000382,LN00037,39000,2022-10-21,PAID
REP000383,LN00037,39000,2022-11-25,PAID
REP000384,LN00037,39000,2022-12-19,PAID
REP000385,LN00037,39000,2023-01-19,PAID
REP000386,LN00037,39000,2023-02-25,PAID
REP000387,LN00037,39000,2023-03-21,PAID
REP000388,LN00037,39000,2023-04-24,PAID
REP000389,LN00037,39000,2023-05-26,PAID
REP000390,LN00037,39000,2023-06-19,PAID
REP000391,LN00037,39000,2023-07-19,PAID
REP000392,LN00037,39000,2023-08-24,PAID
REP000393,LN00037,39000,2023-09-23,PAID
REP000394,LN00037,39000,2023-10-15,PAID
REP000395,LN00037,39000,2023-11-18,PAID
REP000396,LN00038,396500,2023-07-19,PAID
REP000397,LN00039,72000,2022-12-05,PAID
REP000398,LN00039,72000,2023-01-01,PAID
REP000399,LN00039,72000,2023-02-02,PAID
REP000400,LN00039,72000,2023-03-01,PAID
REP000401,LN00039,72000,2023-04-05,PAID
REP000402,LN00039,72000,2023-04-29,PAID
REP000403,LN00039,72000,2023-05-28,PAID
REP000404,LN00039,72000,2023-07-02,PAID
REP000405,LN00039,72000,2023-07-28,PAID
REP000406,LN00039,72000,2023-08-29,PAID
REP000407,LN00039,72000,2023-09-27,PAID
REP000408,LN00039,72000,2023-10-29,PAID
REP000409,LN00039,72000,2023-11-28,PAID
REP000410,LN00039,72000,2023-12-30,PAID
REP000411,LN00039,72000,2024-01-27,PAID
REP000412,LN00039,72000,2024-02-28,PAID
REP000413,LN00039,72000,2024-03-27,LATE
REP000414,LN00039,72000,2024-04-23,PAID
REP000415,LN00039,72000,2024-05-21,PAID
REP000416,LN00039,72000,2024-06-20,PAID
REP000417,LN00039,72000,2024-07-22,PAID
REP000418,LN00039,72000,2024-08-26,PAID
REP000419,LN00039,72000,2024-09-26,PAID
REP000420,LN00039,72000,2024-10-19,PAID
REP000421,LN00040,55500,2020-07-16,PAID
REP000422,LN00040,55500,2020-08-20,PAID
REP000423,LN00040,55500,2020-09-18,PAID
REP000424,LN00040,55500,2020-10-13,PAID
REP000425,LN00040,55500,2020-11-17,PAID
REP000426,LN00040,55500,2020-12-19,LATE
REP000427,LN00040,55500,2021-01-11,PAID
REP000428,LN00040,55500,2021-02-15,PAID
REP000429,LN00040,55500,2021-03-16,PAID
REP000430,LN00040,55500,2021-04-14,PAID
REP000431,LN00040,55500,2021-05-18,PAID
REP000432,LN00040,55500,2021-06-10,PAID
REP000433,LN00040,55500,2021-07-13,LATE
REP000434,LN00040,55500,2021-08-15,PAID
REP000435,LN00040,55500,2021-09-12,PAID
REP000436,LN00041,119500,2021-09-12,PAID
REP000437,LN00041,119500,2021-10-12,PAID
REP000438,LN00041,119500,2021-11-11,PAID
REP000439,LN00041,119500,2021-12-11,PAID
REP000440,LN00042,114500,2020-09-20,PAID
REP000441,LN00042,114500,2020-10-21,PAID
REP000442,LN00042,114500,2020-11-16,PAID
REP000443,LN00042,114500,2020-12-24,PAID
REP000444,LN00042,114500,2021-01-23,PAID
REP000445,LN00042,114500,2021-02-14,PAID
REP000446,LN00042,114500,2021-03-16,PAID
REP000447,LN00042,114500,2021-04-20,PAID
REP000448,LN00042,114500,2021-05-21,PAID
REP000449,LN00042,114500,2021-06-22,PAID
REP000450,LN00042,114500,2021-07-19,PAID
REP000451,LN00042,114500,2021-08-13,PAID
REP000452,LN00042,114500,2021-09-15,LATE
REP000453,LN00042,114500,2021-10-18,PAID
REP000454,LN00042,114500,2021-11-16,LATE
REP000455,LN00042,114500,2021-12-14,PAID
REP000456,LN00042,114500,2022-01-10,PAID
REP000457,LN00042,114500,2022-02-12,PAID
REP000458,LN00043,25000,2023-02-25,PAID
REP000459,LN00043,25000,2023-03-24,PAID
REP000460,LN00043,25000,2023-04-25,PAID
REP000461,LN00043,25000,2023-05-21,LATE
REP000462,LN00043,25000,2023-06-25,PAID
REP000463,LN00043,25000,2023-07-24,PAID
REP000464,LN00043,25000,2023-08-21,PAID
REP000465,LN00043,25000,2023-09-20,PAID
REP000466,LN00043,25000,2023-10-17,PAID
REP000467,LN00043,25000,2023-11-24,PAID
REP000468,LN00043,25000,2023-12-17,PAID
REP000469,LN00043,25000,2024-01-22,PAID
REP000470,LN00044,120000,2022-08-07,PAID
REP000471,LN00044,120000,2022-09-05,PAID
REP000472,LN00044,120000,2022-10-11,PAID
REP000473,LN00045,60000,2021-04-03,PAID
REP000474,LN00045,60000,2021-05-08,PAID
REP000475,LN00045,60000,2021-06-06,PAID
REP000476,LN00046,151500,2021-03-26,PAID
REP000477,LN00046,151500,2021-04-29,PAID
REP000478,LN00046,151500,2021-05-31,PAID
REP000479,LN00047,66000,2021-09-14,PAID
REP000480,LN00047,66000,2021-10-11,PAID
REP000481,LN00047,66000,2021-11-17,PAID
REP000482,LN00048,103500,2024-04-13,PAID
REP000483,LN00048,103500,2024-05-12,PAID
REP000484,LN00048,103500,2024-06-16,PAID
REP000485,LN00048,103500,2024-07-12,PAID
REP000486,LN00048,103500,2024-08-11,PAID
REP000487,LN00048,103500,2024-09-12,PAID
REP000488,LN00048,103500,2024-10-11,PAID
REP000489,LN00048,103500,2024-11-12,PAID
REP000490,LN00048,103500,2024-12-15,PAID
REP000491,LN00048,103500,2025-01-14,PAID
REP000492,LN00049,106500,2020-11-22,PAID
REP000493,LN00049,106500,2020-12-26,PAID
REP000494,LN00049,106500,2021-01-29,PAID
REP000495,LN00050,66500,2022-03-10,PAID
REP000496,LN00050,66500,2022-04-13,PAID
REP000497,LN00050,66500,2022-05-07,PAID
REP000498,LN00050,66500,2022-06-09,PAID
REP000499,LN00050,66500,2022-07-04,PAID
REP000500,LN00050,66500,2022-08-05,PAID
REP000501,LN00051,61500,2022-08-24,PAID
REP000502,LN00051,61500,2022-09-23,PAID
REP000503,LN00051,61500,2022-10-21,PAID
REP000504,LN00051,61500,2022-11-17,PAID
REP000505,LN00051,61500,2022-12-17,PAID
REP000506,LN00051,61500,2023-01-18,PAID
REP000507,LN00051,61500,2023-02-19,PAID
REP000508,LN00051,61500,2023-03-21,PAID
REP000509,LN00051,61500,2023-04-18,PAID
REP000510,LN00051,61500,2023-05-18,PAID
REP000511,LN00051,61500,2023-06-18,PAID
REP000512,LN00051,61500,2023-07-13,PAID
REP000513,LN00051,61500,2023-08-11,PAID
REP000514,LN00051,61500,2023-09-10,PAID
REP000515,LN00051,61500,2023-10-13,PAID
REP000516,LN00051,61500,2023-11-12,PAID
REP000517,LN00051,61500,2023-12-14,PAID
REP000518,LN00051,61500,2024-01-14,PAID
REP000519,LN00051,61500,2024-02-09,PAID
REP000520,LN00051,61500,2024-03-08,PAID
REP000521,LN00051,61500,2024-04-08,PAID
REP000522,LN00051,61500,2024-05-15,PAID
REP000523,LN00051,61500,2024-06-10,PAID
REP000524,LN00051,61500,2024-07-11,LATE
REP000525,LN00052,111000,2023-08-23,PAID
REP000526,LN00052,111000,2023-09-21,PAID
REP000527,LN00052,111000,2023-10-23,PAID
REP000528,LN00052,111000,2023-11-23,PAID
REP000529,LN00052,111000,2023-12-21,PAID
REP000530,LN00052,111000,2024-01-17,PAID
REP000531,LN00052,111000,2024-02-20,PAID
REP000532,LN00052,111000,2024-03-17,PAID
REP000533,LN00052,111000,2024-04-18,PAID
REP000534,LN00052,111000,2024-05-17,PAID
REP000535,LN00052,111000,2024-06-18,PAID
REP000536,LN00052,111000,2024-07-18,PAID
REP000537,LN00052,111000,2024-08-19,PAID
REP000538,LN00052,111000,2024-09-21,PAID
REP000539,LN00052,111000,2024-10-19,PAID
REP000540,LN00052,111000,2024-11-13,PAID
REP000541,LN00052,111000,2024-12-14,PAID
REP000542,LN00052,111000,2025-01-14,PAID
REP000543,LN00052,111000,2025-02-15,PAID
REP000544,LN00053,49000,2021-08-05,PAID
REP000545,LN00053,49000,2021-09-01,PAID
REP000546,LN00053,49000,2021-10-01,PAID
REP000547,LN00053,49000,2021-11-01,PAID
REP000548,LN00053,49000,2021-12-02,PAID
REP000549,LN00053,49000,2021-12-31,PAID
REP000550,LN00053,49000,2022-02-03,PAID
REP000551,LN00053,49000,2022-03-04,PAID
REP000552,LN00053,49000,2022-03-28,PAID
REP000553,LN00053,49000,2022-04-27,PAID
REP000554,LN00053,49000,2022-06-01,PAID
REP000555,LN00053,49000,2022-07-03,PAID
REP000556,LN00053,49000,2022-08-02,PAID
REP000557,LN00053,49000,2022-08-29,PAID
REP000558,LN00053,49000,2022-10-01,PAID
REP000559,LN00053,49000,2022-10-30,PAID
REP000560,LN00053,49000,2022-11-28,PAID
REP000561,LN00053,49000,2022-12-22,PAID
REP000562,LN00054,49000,2023-12-02,PAID
REP000563,LN00055,103500,2022-07-22,PAID
REP000564,LN00055,103500,2022-08-24,PAID
REP000565,LN00055,103500,2022-09-22,PAID
REP000566,LN00055,103500,2022-10-18,PAID
REP000567,LN00055,103500,2022-11-17,PAID
REP000568,LN00055,103500,2022-12-24,PAID
REP000569,LN00055,103500,2023-01-15,PAID
REP000570,LN00055,103500,2023-02-19,PAID
REP000571,LN00055,103500,2023-03-23,PAID
REP000572,LN00055,103500,2023-04-20,PAID
REP000573,LN00055,103500,2023-05-20,PAID
REP000574,LN00055,103500,2023-06-14,PAID
REP000575,LN00055,103500,2023-07-17,PAID
REP000576,LN00055,103500,2023-08-14,PAID
REP000577,LN00055,103500,2023-09-13,PAID
REP000578,LN00055,103500,2023-10-20,PAID
REP000579,LN00055,103500,2023-11-12,PAID
REP000580,LN00055,103500,2023-12-14,PAID
REP000581,LN00055,103500,2024-01-11,PAID
